#    N    J    D    H   B
#     <|m|>       <E>    <E^2>

#        20         1      1.22         0        10
0.999056            -311.836               97261

#        20         1      1.22         0   9.13242
0.999718            -311.934             97311.7

#        20         1      1.22         0   8.40336
0.000139631            -240.768             57972.2

#        20         1      1.22         0    7.7821
0.999339            -311.893             97288.2

#        20         1      1.22         0   7.24638
0.999553            -311.916             97301.6

#        20         1      1.22         0   6.77966
0.000204179            -240.735             57956.5

#        20         1      1.22         0   6.36943
0.999577            -311.919             97303.7

#        20         1      1.22         0   6.00601
0.999401            -311.906             97296.6

#        20         1      1.22         0   5.68182
0.99993            -311.978             97334.4

#        20         1      1.22         0   5.39084
0.999538            -311.927               97307

#        20         1      1.22         0   5.12821
0.999919            -311.973             97331.9

#        20         1      1.22         0   4.88998
0.662513            -274.005             76367.2

#        20         1      1.22         0    4.6729
0.870574            -298.008             89624.8

#        20         1      1.22         0   4.47427
0.999921            -311.971             97330.8

#        20         1      1.22         0   4.29185
0.999629            -311.925             97306.8

#        20         1      1.22         0   4.12371
0.999899            -311.962             97324.5

#        20         1      1.22         0   3.96825
0.999765            -311.934             97310.1

#        20         1      1.22         0   3.82409
0.939096             -305.31             93670.1

#        20         1      1.22         0   3.69004
0.942516            -306.086             94098.4

#        20         1      1.22         0   3.56506
0.950079            -305.941             94024.3

#        20         1      1.22         0   3.44828
0.999588             -311.86             97265.2

#        20         1      1.22         0    3.3389
0.991986             -310.81             96687.9

#        20         1      1.22         0   3.23625
0.999623            -311.812             97234.3

#        20         1      1.22         0   3.13972
0.959821            -307.624             94946.7

#        20         1      1.22         0   3.04878
0.999612             -311.72             97176.3

#        20         1      1.22         0   2.96296
0.999515            -311.658               97138

#        20         1      1.22         0   2.88184
0.999554            -311.593               97096

#        20         1      1.22         0   2.80505
0.999503            -311.512             97045.4

#        20         1      1.22         0   2.73224
0.999394            -311.401               96977

#        20         1      1.22         0   2.66312
0.999154            -311.268             96895.3

#        20         1      1.22         0    2.5974
0.998964            -311.108             96799.2

#        20         1      1.22         0   2.53485
0.996716            -310.676             96551.5

#        20         1      1.22         0   2.47525
0.994993            -310.362             96369.5

#        20         1      1.22         0   2.41838
0.998471            -310.565             96461.9

#        20         1      1.22         0   2.36407
0.998329            -310.323             96312.3

#        20         1      1.22         0   2.31214
0.996543            -309.865             96044.8

#        20         1      1.22         0   2.26244
0.995133            -309.419             95786.2

#        20         1      1.22         0   2.21484
0.99759            -309.464               95782

#        20         1      1.22         0    2.1692
0.997278            -309.132               95576

#        20         1      1.22         0    2.1254
0.975774            -306.419             94104.4

#        20         1      1.22         0   2.08333
0.996329            -308.309             95072.8

#        20         1      1.22         0    2.0429
0.992223            -307.434             94573.7

#        20         1      1.22         0   2.00401
0.995737            -307.425             94528.9

#        20         1      1.22         0   1.96657
0.995008            -306.841               94175

#        20         1      1.22         0    1.9305
0.994589            -306.301             93842.9

#        20         1      1.22         0   1.89573
0.994059             -305.68             93463.7

#        20         1      1.22         0    1.8622
0.993492            -305.079             93098.5

#        20         1      1.22         0   1.82983
0.983271            -303.307             92116.7

#        20         1      1.22         0   1.79856
0.992133            -303.581             92191.2

#        20         1      1.22         0   1.76835
0.991424            -302.861             91757.5

#        20         1      1.22         0   1.73913
0.99069             -302.06             91275.4

#        20         1      1.22         0   1.71086
0.988725            -300.954               90626

#        20         1      1.22         0    1.6835
0.98874            -300.189             90157.3

#        20         1      1.22         0     1.657
0.986796            -299.075             89506.3

#        20         1      1.22         0   1.63132
0.986946            -298.193             88965.8

#        20         1      1.22         0   1.60643
0.982494            -296.723             88133.3

#        20         1      1.22         0   1.58228
0.984847            -296.033             87687.9

#        20         1      1.22         0   1.55885
0.983685            -294.852             86996.6

#        20         1      1.22         0    1.5361
0.978476            -293.172             86055.1

#        20         1      1.22         0     1.514
0.977517            -291.929             85329.9

#        20         1      1.22         0   1.49254
0.979874            -290.987             84744.2

#        20         1      1.22         0   1.47167
0.978543            -289.613             83949.3

#        20         1      1.22         0   1.45138
0.977098            -288.193             83134.9

#        20         1      1.22         0   1.43164
0.975743            -286.797             82334.9

#        20         1      1.22         0   1.41243
0.973904            -285.099             81370.4

#        20         1      1.22         0   1.39373
0.972364            -283.577             80510.6

#        20         1      1.22         0   1.37552
0.968634            -281.637             79443.4

#        20         1      1.22         0   1.35777
0.966423            -279.866             78465.9

#        20         1      1.22         0   1.34048
0.967123            -278.461             77652.7

#        20         1      1.22         0   1.32363
0.965277            -276.644             76649.1

#        20         1      1.22         0   1.30719
0.963447            -274.794             75633.1

#        20         1      1.22         0   1.29116
0.960968            -272.793             74551.6

#        20         1      1.22         0   1.27551
0.959436            -270.938             73540.5

#        20         1      1.22         0   1.26024
0.956401            -268.867             72445.3

#        20         1      1.22         0   1.24533
0.954787            -266.781             71326.7

#        20         1      1.22         0   1.23077
0.951324            -264.367             70062.3

#        20         1      1.22         0   1.21655
0.950471            -262.517             69078.4

#        20         1      1.22         0   1.20265
0.948103            -260.322             67938.5

#        20         1      1.22         0   1.18906
0.945369             -257.89             66689.7

#        20         1      1.22         0   1.17578
0.941454            -255.357             65413.9

#        20         1      1.22         0   1.16279
0.940115            -253.045             64228.6

#        20         1      1.22         0   1.15009
0.937303            -250.598             63007.2

#        20         1      1.22         0   1.13766
0.934658            -248.103             61769.2

#        20         1      1.22         0   1.12549
0.931909            -245.593             60535.6

#        20         1      1.22         0   1.11359
0.929039            -243.042               59300

