#    N    J    D    H   B
#     <|m|>       <E>    <E^2>

#        20         1       2.1         0        10
2.77162e-06          0.00441656            0.993291

#        20         1       2.1         0   9.13242
1.03335e-06          0.00483543             1.15668

#        20         1       2.1         0   8.40336
7.46025e-07          0.00543301             1.29826

#        20         1       2.1         0    7.7821
2.8902e-06          0.00488489             1.08966

#        20         1       2.1         0   7.24638
1.93127e-06          0.00519304             1.13878

#        20         1       2.1         0   6.77966
3.38515e-06          0.00624796             1.13334

#        20         1       2.1         0   6.36943
4.03485e-06          0.00735184              1.0834

#        20         1       2.1         0   6.00601
7.8923e-06           0.0100829             1.22486

#        20         1       2.1         0   5.68182
1.60963e-05            0.016719             1.15353

#        20         1       2.1         0   5.39084
2.63702e-05           0.0264378              1.2423

#        20         1       2.1         0   5.12821
4.69533e-05           0.0409773             1.20573

#        20         1       2.1         0   4.88998
7.06729e-05           0.0643033             1.34317

#        20         1       2.1         0    4.6729
0.000106816           0.0941981             1.30172

#        20         1       2.1         0   4.47427
0.00016613            0.147418              1.4276

#        20         1       2.1         0   4.29185
0.000242995            0.215553             1.56118

#        20         1       2.1         0   4.12371
0.000338005            0.304918             1.91393

#        20         1       2.1         0   3.96825
0.000460551             0.42045             2.32157

#        20         1       2.1         0   3.82409
0.000611017             0.57631             2.65141

#        20         1       2.1         0   3.69004
0.000789415            0.763932             3.28266

#        20         1       2.1         0   3.56506
0.00099467            0.998051             4.36906

#        20         1       2.1         0   3.44828
0.00122166             1.28827             5.67259

#        20         1       2.1         0    3.3389
0.00147821             1.62825             7.24517

#        20         1       2.1         0   3.23625
0.00175802             2.04854             9.75185

#        20         1       2.1         0   3.13972
0.00205132             2.52883             13.1073

#        20         1       2.1         0   3.04878
0.00235094             3.06581             17.1765

#        20         1       2.1         0   2.96296
0.00268095             3.72377             23.1357

#        20         1       2.1         0   2.88184
0.00303592             4.47291             31.0733

#        20         1       2.1         0   2.80505
0.00339646             5.30192             40.9702

#        20         1       2.1         0   2.73224
0.00377095             6.23712             54.1135

#        20         1       2.1         0   2.66312
0.00416088             7.25921             70.2961

#        20         1       2.1         0    2.5974
0.00460833             8.41678             91.1367

#        20         1       2.1         0   2.53485
0.0050063             9.64132             115.764

#        20         1       2.1         0   2.47525
0.00552609             11.1136             149.684

#        20         1       2.1         0   2.41838
0.00600512             12.6086             188.668

#        20         1       2.1         0   2.36407
0.00653181             14.2731             237.274

#        20         1       2.1         0   2.31214
0.00707825              16.038             294.925

#        20         1       2.1         0   2.26244
0.00766405             18.0092             366.566

#        20         1       2.1         0   2.21484
0.0083021             20.0366               448.1

#        20         1       2.1         0    2.1692
0.00898268             22.2825             548.721

#        20         1       2.1         0    2.1254
0.0096773             24.5558             659.937

#        20         1       2.1         0   2.08333
0.0103713             27.1039              797.57

#        20         1       2.1         0    2.0429
0.0111815             29.6416             946.954

#        20         1       2.1         0   2.00401
0.0119618             32.3651             1122.24

#        20         1       2.1         0   1.96657
0.0128115             35.2921             1325.69

#        20         1       2.1         0    1.9305
