#    N    J    D    H   B
#     <|m|>       <E>    <E^2>

#        20         1       0.7         0        10
0.998499            -519.749              270162

#        20         1       0.7         0   9.13242
0.997406            -519.632              270056

#        20         1       0.7         0   8.40336
0.200166            -439.953              193563

#        20         1       0.7         0    7.7821
0.998667            -519.797              270212

#        20         1       0.7         0   7.24638
0.999802            -519.948              270353

#        20         1       0.7         0   6.77966
0.20002            -439.956              193564

#        20         1       0.7         0   6.36943
0.000124209            -439.931              193543

#        20         1       0.7         0   6.00601
0.199725             -439.92              193532

#        20         1       0.7         0   5.68182
0.0338116            -439.892              193508

#        20         1       0.7         0   5.39084
0.999408            -519.891              270301

#        20         1       0.7         0   5.12821
0.299905            -439.803              193430

#        20         1       0.7         0   4.88998
0.343203            -439.719              193356

#        20         1       0.7         0    4.6729
0.999903            -519.968              270373

#        20         1       0.7         0   4.47427
0.999716            -519.939              270346

#        20         1       0.7         0   4.29185
0.999864            -519.963              270368

#        20         1       0.7         0   4.12371
0.999788             -519.95              270356

#        20         1       0.7         0   3.96825
0.999715            -519.937              270344

#        20         1       0.7         0   3.82409
0.99979            -519.949              270355

#        20         1       0.7         0   3.69004
0.858795            -503.334              254432

#        20         1       0.7         0   3.56506
0.999873            -519.953              270357

#        20         1       0.7         0   3.44828
0.999785            -519.938              270343

#        20         1       0.7         0    3.3389
0.999878            -519.947              270352

#        20         1       0.7         0   3.23625
0.999594            -519.905              270311

#        20         1       0.7         0   3.13972
0.989026            -518.145              268627

#        20         1       0.7         0   3.04878
0.999732            -519.894              270298

#        20         1       0.7         0   2.96296
0.999698            -519.867              270272

#        20         1       0.7         0   2.88184
0.950702            -514.552              265197

#        20         1       0.7         0   2.80505
0.999718            -519.827              270228

#        20         1       0.7         0   2.73224
0.992206            -518.657              269112

#        20         1       0.7         0   2.66312
0.999653            -519.752              270151

#        20         1       0.7         0    2.5974
0.999695            -519.716              270112

#        20         1       0.7         0   2.53485
0.938233            -511.969              262744

#        20         1       0.7         0   2.47525
0.99937            -519.563              269956

#        20         1       0.7         0   2.41838
0.999496            -519.502              269891

#        20         1       0.7         0   2.36407
0.999441            -519.411              269798

#        20         1       0.7         0   2.31214
0.987434             -517.43              267911

#        20         1       0.7         0   2.26244
0.999312            -519.193              269572

#        20         1       0.7         0   2.21484
0.999206            -519.064              269436

#        20         1       0.7         0    2.1692
