#    N    J    D    H   B
#     <|m|>       <E>    <E^2>

#        20         1      0.21         0        10
0.999504            -715.909              512539

#        20         1      0.21         0   9.13242
0.200024            -635.977              404471

#        20         1      0.21         0   8.40336
0.999696             -715.93              512568

#        20         1      0.21         0    7.7821
0.999932            -715.972              512623

#        20         1      0.21         0   7.24638
0.999956            -715.981              512633

#        20         1      0.21         0   6.77966
5.94101e-05             -635.97              404462

#        20         1      0.21         0   6.36943
0.999876            -715.962              512608

#        20         1      0.21         0   6.00601
0.999752            -715.941              512581

#        20         1      0.21         0   5.68182
0.999763            -715.948              512589

#        20         1      0.21         0   5.39084
0.999947            -715.976              512628

#        20         1      0.21         0   5.12821
0.399983            -635.961              404451

#        20         1      0.21         0   4.88998
0.999749            -715.939              512580

#        20         1      0.21         0    4.6729
0.199988            -635.943              404428

#        20         1      0.21         0   4.47427
0.0466191            -635.918              404396

#        20         1      0.21         0   4.29185
0.999904             -715.97              512620

#        20         1      0.21         0   4.12371
0.000214053            -635.879              404347

#        20         1      0.21         0   3.96825
0.199935            -635.843              404301

#        20         1      0.21         0   3.82409
0.999437            -715.904              512533

#        20         1      0.21         0   3.69004
0.999912             -715.97              512619

#        20         1      0.21         0   3.56506
0.0732446            -635.688              404104

#        20         1      0.21         0   3.44828
0.999838            -715.956              512600

#        20         1      0.21         0    3.3389
0.999791            -715.947              512589

#        20         1      0.21         0   3.23625
0.999798            -715.945              512586

#        20         1      0.21         0   3.13972
0.999866            -715.956              512600

#        20         1      0.21         0   3.04878
0.532353            -635.866              404387

#        20         1      0.21         0   2.96296
0.63057            -667.524              447170

#        20         1      0.21         0   2.88184
0.999896            -715.942              512580

#        20         1      0.21         0   2.80505
0.645865            -677.836              461118

#        20         1      0.21         0   2.73224
0.999733            -715.892              512513

#        20         1      0.21         0   2.66312
0.505042            -664.521              443162

#        20         1      0.21         0    2.5974
0.999837            -715.884              512498

#        20         1      0.21         0   2.53485
0.970713            -711.773              506950

#        20         1      0.21         0   2.47525
0.864461            -697.961              488321

#        20         1      0.21         0   2.41838
0.973714            -711.106              506053

#        20         1      0.21         0   2.36407
0.999759            -715.773              512339

#        20         1      0.21         0   2.31214
0.912647            -705.291              498216

#        20         1      0.21         0   2.26244
0.994546            -714.824              511055

#        20         1      0.21         0   2.21484
0.969305            -712.128              507423

#        20         1      0.21         0    2.1692
0.999554            -715.539              512008

#        20         1      0.21         0    2.1254
0.999588            -715.489              511933

#        20         1      0.21         0   2.08333
0.949665            -710.242              504877

#        20         1      0.21         0    2.0429
0.999491            -715.308              511674

#        20         1      0.21         0   2.00401
0.955464            -710.077              504649

#        20         1      0.21         0   1.96657
0.999254            -715.072              511341

#        20         1      0.21         0    1.9305
0.992064            -714.079              510000

#        20         1      0.21         0   1.89573
0.998998            -714.774              510915

#        20         1      0.21         0    1.8622
0.99878            -714.596              510666

#        20         1      0.21         0   1.82983
0.99885            -714.467              510477

#        20         1      0.21         0   1.79856
0.998677            -714.241              510155

#        20         1      0.21         0   1.76835
0.998542            -714.044              509877

#        20         1      0.21         0   1.73913
0.998461            -713.842              509588

#        20         1      0.21         0   1.71086
0.998299            -713.576              509207

#        20         1      0.21         0    1.6835
0.963645            -709.251              503428

#        20         1      0.21         0     1.657
0.995862            -712.691              507979

#        20         1      0.21         0   1.63132
0.997781            -712.729              508002

#        20         1      0.21         0   1.60643
0.997507            -712.408              507547

#        20         1      0.21         0   1.58228
0.997332            -712.059              507049

#        20         1      0.21         0   1.55885
0.996998            -711.686              506522

#        20         1      0.21         0    1.5361
0.996825            -711.323              506007

#        20         1      0.21         0     1.514
0.996506            -710.842              505325

#        20         1      0.21         0   1.49254
0.996089            -710.408              504712

#        20         1      0.21         0   1.47167
0.995752            -709.965              504084

#        20         1      0.21         0   1.45138
0.995555            -709.459              503365

#        20         1      0.21         0   1.43164
0.995139            -708.944              502638

#        20         1      0.21         0   1.41243
0.994847            -708.417              501893

#        20         1      0.21         0   1.39373
0.994452            -707.835              501071

#        20         1      0.21         0   1.37552
0.994041            -707.262              500264

#        20         1      0.21         0   1.35777
0.993701            -706.618              499352

#        20         1      0.21         0   1.34048
0.99306            -705.877              498315

#        20         1      0.21         0   1.32363
0.989044            -704.706              496714

#        20         1      0.21         0   1.30719
0.992208            -704.464              496324

#        20         1      0.21         0   1.29116
0.980094            -702.257              493380

#        20         1      0.21         0   1.27551
0.991055            -702.892              494121

#        20         1      0.21         0   1.26024
0.984339            -701.279              491946

#        20         1      0.21         0   1.24533
0.990051            -701.302              491892

#        20         1      0.21         0   1.23077
0.985066            -699.796              489847

#        20         1      0.21         0   1.21655
0.988672            -699.434              489288

#        20         1      0.21         0   1.20265
0.988106            -698.488              487965

#        20         1      0.21         0   1.18906
0.987511            -697.542              486647

#        20         1      0.21         0   1.17578
0.986844            -696.531              485240

#        20         1      0.21         0   1.16279
0.985932            -695.404              483681

#        20         1      0.21         0   1.15009
0.985313            -694.375              482255

#        20         1      0.21         0   1.13766
0.984343            -693.228              480673

#        20         1      0.21         0   1.12549
0.983673            -692.026              479007

#        20         1      0.21         0   1.11359
0.982809            -690.848              477382

#        20         1      0.21         0   1.10193
0.982035            -689.633              475710

#        20         1      0.21         0   1.09051
0.98119            -688.389              474001

#        20         1      0.21         0   1.07933
0.976109            -686.406              471353

#        20         1      0.21         0   1.06838
0.97923            -685.694              470313

#        20         1      0.21         0   1.05764
0.978252            -684.302              468412

#        20         1      0.21         0   1.04712
0.977258            -682.834              466411

#        20         1      0.21         0   1.03681
0.974682             -681.12              464112

#        20         1      0.21         0   1.02669
0.975205            -679.846              462350

#        20         1      0.21         0   1.01678
0.974083            -678.366              460352

#        20         1      0.21         0   1.00705
0.97306            -676.835              458279

#        20         1      0.21         0  0.997506
0.971244            -674.916              455708

#        20         1      0.21         0  0.988142
0.970594            -673.458              453738

#        20         1      0.21         0  0.978953
0.969294             -671.62              451274

#        20         1      0.21         0  0.969932
0.962498            -669.164              448088

#        20         1      0.21         0  0.961076
0.965231            -667.815              446224

#        20         1      0.21         0  0.952381
0.962694            -665.925              443731

#        20         1      0.21         0  0.943841
0.961635            -664.042              441231

#        20         1      0.21         0  0.935454
0.962677            -662.483              439131

#        20         1      0.21         0  0.927214
0.961156            -660.372              436346

#        20         1      0.21         0  0.919118
0.95819            -658.193              433507

#        20         1      0.21         0  0.911162
0.957063            -656.122              430792

#        20         1      0.21         0  0.903342
0.956637             -654.35              428461

#        20         1      0.21         0  0.895656
0.954973            -652.048              425464

#        20         1      0.21         0  0.888099
0.953211            -649.726              422457

#        20         1      0.21         0  0.880669
0.951747            -647.703              419843

#        20         1      0.21         0  0.873362
0.949952            -645.301              416744

#        20         1      0.21         0  0.866176
0.947963            -642.904              413677

#        20         1      0.21         0  0.859107
0.946347            -640.497              410593

#        20         1      0.21         0  0.852152
0.944242            -637.771              407129

#        20         1      0.21         0  0.845309
0.942446            -635.522              404273

#        20         1      0.21         0  0.838574
0.940254            -632.799              400842

#        20         1      0.21         0  0.831947
0.936625            -629.765              397052

#        20         1      0.21         0  0.825423
0.936124            -627.496              394188

#        20         1      0.21         0  0.819001
0.934149            -624.771              390777

#        20         1      0.21         0  0.812678
0.931437            -621.956              387304

#        20         1      0.21         0  0.806452
0.929548            -619.116              383784

#        20         1      0.21         0   0.80032
0.92731            -616.231              380237

