#    N    J    D    H   B
#     <|m|>       <E>    <E^2>

#        20         1       1.7         0        10
0.999382             -119.89             14381.9

#        20         1       1.7         0   9.13242
0.996229            -119.567             14328.5

#        20         1       1.7         0   8.40336
0.999509            -119.922             14386.8

#        20         1       1.7         0    7.7821
0.99956            -119.931             14388.6

#        20         1       1.7         0   7.24638
0.0997462            -67.9405              4617.9

#        20         1       1.7         0   6.77966
0.999835            -119.961             14395.6

#        20         1       1.7         0   6.36943
0.999023            -119.863               14379

#        20         1       1.7         0   6.00601
0.99939            -119.908             14385.6

#        20         1       1.7         0   5.68182
0.999691             -119.94             14391.5

#        20         1       1.7         0   5.39084
0.999611            -119.931             14390.1

#        20         1       1.7         0   5.12821
0.999911            -119.971             14396.6

#        20         1       1.7         0   4.88998
0.999823            -119.955             14393.3

#        20         1       1.7         0    4.6729
0.999828            -119.948             14391.7

#        20         1       1.7         0   4.47427
0.999758            -119.928             14387.4

#        20         1       1.7         0   4.29185
0.93307            -113.976             13277.7

#        20         1       1.7         0   4.12371
0.999298            -119.845             14370.9

#        20         1       1.7         0   3.96825
0.621941            -92.2333             9244.07

#        20         1       1.7         0   3.82409
0.892644             -111.85             12887.8

#        20         1       1.7         0   3.69004
0.978007            -117.984             14022.3

#        20         1       1.7         0   3.56506
0.999575            -119.708             14334.1

#        20         1       1.7         0   3.44828
0.999318            -119.613             14313.4

#        20         1       1.7         0    3.3389
0.924127            -114.328             13349.4

#        20         1       1.7         0   3.23625
0.998978             -119.38             14258.7

#        20         1       1.7         0   3.13972
0.999021            -119.255               14228

#        20         1       1.7         0   3.04878
0.998858            -119.083               14187

#        20         1       1.7         0   2.96296
0.938208            -114.605               13385

#        20         1       1.7         0   2.88184
0.998156             -118.64             14084.3

#        20         1       1.7         0   2.80505
0.998169            -118.409             14027.9

#        20         1       1.7         0   2.73224
0.995318            -117.829               13909

#        20         1       1.7         0   2.66312
0.997447            -117.754             13874.3

#        20         1       1.7         0    2.5974
0.996536            -117.325             13779.5

#        20         1       1.7         0   2.53485
0.99645            -116.937               13686

#        20         1       1.7         0   2.47525
0.993386            -116.257             13542.2

#        20         1       1.7         0   2.41838
0.969183            -113.847             13114.5

#        20         1       1.7         0   2.36407
0.994632            -115.374             13326.3

#        20         1       1.7         0   2.31214
0.993834            -114.721             13178.8

#        20         1       1.7         0   2.26244
0.990909            -113.845             12992.8

#        20         1       1.7         0   2.21484
