#    N    J    D    H   B
#     <|m|>       <E>    <E^2>

#        20         1       0.1         0        10
5.59311e-05            -679.966              462359

#        20         1       0.1         0   9.13242
0.999935            -759.973              577566

#        20         1       0.1         0   8.40336
0.999933            -759.973              577567

#        20         1       0.1         0    7.7821
0.999846            -759.958              577544

#        20         1       0.1         0   7.24638
0.999846            -759.958              577543

#        20         1       0.1         0   6.77966
0.999713            -759.939              577519

#        20         1       0.1         0   6.36943
0.100005            -679.972              462366

#        20         1       0.1         0   6.00601
0.300028            -679.981              462377

#        20         1       0.1         0   5.68182
3.63895e-05            -679.967              462360

#        20         1       0.1         0   5.39084
0.999761            -759.946              577528

#        20         1       0.1         0   5.12821
0.999711            -759.942              577523

#        20         1       0.1         0   4.88998
0.999722             -759.94              577520

#        20         1       0.1         0    4.6729
0.0999683            -679.953              462341

#        20         1       0.1         0   4.47427
0.999793            -759.949              577532

#        20         1       0.1         0   4.29185
0.999851             -759.96              577547

#        20         1       0.1         0   4.12371
0.999701            -759.942              577522

#        20         1       0.1         0   3.96825
0.999734            -759.943              577524

#        20         1       0.1         0   3.82409
0.100008            -679.869              462225

#        20         1       0.1         0   3.69004
0.396937            -679.816              462155

#        20         1       0.1         0   3.56506
0.999919            -759.969              577560

#        20         1       0.1         0   3.44828
0.155071            -679.726              462032

#        20         1       0.1         0    3.3389
0.999892            -759.966              577555

#        20         1       0.1         0   3.23625
0.510998            -679.595              461853

#        20         1       0.1         0   3.13972
0.999842            -759.953              577537

#        20         1       0.1         0   3.04878
0.99986            -759.951              577534

#        20         1       0.1         0   2.96296
0.999778            -759.937              577513

#        20         1       0.1         0   2.88184
0.999822            -759.937              577513

#        20         1       0.1         0   2.80505
0.999885            -759.937              577512

#        20         1       0.1         0   2.73224
0.999926             -759.94              577514

#        20         1       0.1         0   2.66312
0.194323            -678.526              460404

#        20         1       0.1         0    2.5974
0.921931            -751.961              566038

#        20         1       0.1         0   2.53485
0.778578            -737.023              544563

#        20         1       0.1         0   2.47525
0.999826             -759.87              577410

#        20         1       0.1         0   2.41838
0.999848            -759.844              577371

#        20         1       0.1         0   2.36407
0.999769            -759.804              577311

#        20         1       0.1         0   2.31214
0.999795            -759.777              577270

#        20         1       0.1         0   2.26244
0.964779            -754.214              569281

#        20         1       0.1         0   2.21484
0.805093            -739.992              548872

#        20         1       0.1         0    2.1692
0.999678            -759.633              577051

#        20         1       0.1         0    2.1254
0.999538            -759.559              576939

#        20         1       0.1         0   2.08333
0.999661            -759.514              576869

#        20         1       0.1         0    2.0429
0.997821            -759.086              576250

#        20         1       0.1         0   2.00401
0.999532            -759.339              576604

#        20         1       0.1         0   1.96657
0.930333            -750.916              564549

#        20         1       0.1         0    1.9305
0.99931             -759.12              576274

#        20         1       0.1         0   1.89573
0.956621            -753.964              568898

#        20         1       0.1         0    1.8622
0.993757            -758.234              574986

#        20         1       0.1         0   1.82983
0.99915            -758.722              575672

#        20         1       0.1         0   1.79856
0.998915            -758.537              575393

#        20         1       0.1         0   1.76835
0.980026            -756.129              571946

#        20         1       0.1         0   1.73913
0.998675             -758.16              574824

#        20         1       0.1         0   1.71086
0.998495            -757.916              574455

#        20         1       0.1         0    1.6835
0.998327             -757.69              574113

#        20         1       0.1         0     1.657
0.998277            -757.458              573759

#        20         1       0.1         0   1.63132
0.9974            -757.098              573228

#        20         1       0.1         0   1.60643
0.986697            -755.309              570660

#        20         1       0.1         0   1.58228
0.995113            -756.255              571979

#        20         1       0.1         0   1.55885
0.997516            -756.289              571996

#        20         1       0.1         0    1.5361
0.997319            -755.924              571444

#        20         1       0.1         0     1.514
0.997105            -755.555              570887

#        20         1       0.1         0   1.49254
0.996689            -755.159              570293

#        20         1       0.1         0   1.47167
0.996577            -754.777              569716

#        20         1       0.1         0   1.45138
0.984964            -752.839              566944

#        20         1       0.1         0   1.43164
0.99087             -753.15              567337

#        20         1       0.1         0   1.41243
0.995568             -753.33              567542

#        20         1       0.1         0   1.39373
0.995246              -752.8              566745

#        20         1       0.1         0   1.37552
0.994914            -752.285              565972

#        20         1       0.1         0   1.35777
0.994499            -751.705              565102

#        20         1       0.1         0   1.34048
0.9941            -751.093              564186

#        20         1       0.1         0   1.32363
0.99379            -750.461              563237

#        20         1       0.1         0   1.30719
0.986671            -748.936              561043

#        20         1       0.1         0   1.29116
0.992858            -749.088              561186

#        20         1       0.1         0   1.27551
0.992285            -748.383              560136

#        20         1       0.1         0   1.26024
0.991893            -747.625              559003

#        20         1       0.1         0   1.24533
0.991384            -746.861              557862

#        20         1       0.1         0   1.23077
0.99063             -746.09              556723

#        20         1       0.1         0   1.21655
0.9903            -745.281              555515

#        20         1       0.1         0   1.20265
0.98962            -744.352              554135

#        20         1       0.1         0   1.18906
0.987894            -743.272              552556

#        20         1       0.1         0   1.17578
0.985813            -742.105              550846

#        20         1       0.1         0   1.16279
0.987811            -741.588              550041

#        20         1       0.1         0   1.15009
0.987185            -740.553              548510

#        20         1       0.1         0   1.13766
0.986445            -739.515              546979

#        20         1       0.1         0   1.12549
0.985243            -738.369              545299

#        20         1       0.1         0   1.11359
0.98512            -737.393              543851

#        20         1       0.1         0   1.10193
0.984276            -736.195              542093

#        20         1       0.1         0   1.09051
0.983327            -734.978              540311

#        20         1       0.1         0   1.07933
0.982512            -733.807              538595

#        20         1       0.1         0   1.06838
0.981758            -732.541              536744

#        20         1       0.1         0   1.05764
0.980891            -731.239              534844

#        20         1       0.1         0   1.04712
0.97983             -729.89              532881

#        20         1       0.1         0   1.03681
0.977344            -728.213              530476

#        20         1       0.1         0   1.02669
0.978169            -727.133              528873

#        20         1       0.1         0   1.01678
0.977006            -725.593              526645

#        20         1       0.1         0   1.00705
0.975946            -724.155              524572

#        20         1       0.1         0  0.997506
0.974922            -722.567              522279

#        20         1       0.1         0  0.988142
0.973634            -721.029              520077

#        20         1       0.1         0  0.978953
0.9728             -719.54              517931

#        20         1       0.1         0  0.969932
0.971531            -717.721              515323

#        20         1       0.1         0  0.961076
0.970445             -716.11              513018

#        20         1       0.1         0  0.952381
0.969254            -714.334              510488

#        20         1       0.1         0  0.943841
0.968141             -712.63              508061

#        20         1       0.1         0  0.935454
0.965231            -710.626              505245

#        20         1       0.1         0  0.927214
0.95883            -708.042              501686

#        20         1       0.1         0  0.919118
0.964053            -707.087              500228

#        20         1       0.1         0  0.911162
0.962344             -705.01              497308

#        20         1       0.1         0  0.903342
0.961188            -703.065              494576

#        20         1       0.1         0  0.895656
0.959788            -701.056              491764

#        20         1       0.1         0  0.888099
0.958419            -698.932              488799

#        20         1       0.1         0  0.880669
0.956752            -696.862              485925

#        20         1       0.1         0  0.873362
0.955121            -694.582              482759

#        20         1       0.1         0  0.866176
0.952177            -692.147              479422

#        20         1       0.1         0  0.859107
0.951871            -689.946              476366

#        20         1       0.1         0  0.852152
0.9501            -687.762              473373

#        20         1       0.1         0  0.845309
0.946521            -685.068              469721

#        20         1       0.1         0  0.838574
0.946564            -682.911              466749

#        20         1       0.1         0  0.831947
0.944844             -680.51              463490

#        20         1       0.1         0  0.825423
0.94217            -677.636              459615

#        20         1       0.1         0  0.819001
0.940909            -675.231              456356

#        20         1       0.1         0  0.812678
0.938872            -672.609              452841

#        20         1       0.1         0  0.806452
0.936923            -669.953              449289

#        20         1       0.1         0   0.80032
0.934251            -667.044              445427

#        20         1       0.1         0  0.794281
0.932475            -664.249              441708

#        20         1       0.1         0  0.788333
0.928418            -660.959              437408

#        20         1       0.1         0  0.782473
0.927408            -658.289              433884

#        20         1       0.1         0  0.776699
0.925408            -655.311              429974

#        20         1       0.1         0   0.77101
0.922827            -652.242              425986

#        20         1       0.1         0  0.765404
0.920469            -649.087              421897

#        20         1       0.1         0  0.759878
0.917707            -645.787              417646

#        20         1       0.1         0  0.754432
0.91497            -642.541              413485

#        20         1       0.1         0  0.749064
0.912132            -639.131              409139

#        20         1       0.1         0  0.743771
0.909249            -635.733              404827

#        20         1       0.1         0  0.738552
0.905351            -632.032              400180

#        20         1       0.1         0  0.733407
0.903267            -628.758              396059

#        20         1       0.1         0  0.728332
0.899853             -624.93              391291

#        20         1       0.1         0  0.723327
0.896152            -620.922              386330

#        20         1       0.1         0  0.718391
0.893035            -617.317              381892

#        20         1       0.1         0  0.713521
0.889599            -613.248              376913

#        20         1       0.1         0  0.708717
0.886243            -609.534              372402

#        20         1       0.1         0  0.703977
0.882735             -605.43              367425

#        20         1       0.1         0  0.699301
0.878421             -601.06              362209

#        20         1       0.1         0  0.694686
0.874274            -596.762              357089

#        20         1       0.1         0  0.690131
0.870066            -592.281              351809

#        20         1       0.1         0  0.685636
0.865226            -587.647              346368

#        20         1       0.1         0  0.681199
0.860605            -582.813              340758

#        20         1       0.1         0  0.676819
0.855123            -577.991              335218

#        20         1       0.1         0  0.672495
0.85028            -573.077              329586

#        20         1       0.1         0  0.668226
0.845825            -568.645              324572

#        20         1       0.1         0  0.664011
0.840184            -563.513              318809

#        20         1       0.1         0  0.659848
0.83365            -557.908              312583

#        20         1       0.1         0  0.655738
0.827753            -552.591              306728

#        20         1       0.1         0  0.651678
0.819711            -546.496              300108

#        20         1       0.1         0  0.647668
0.811353            -540.127              293265

#        20         1       0.1         0  0.643708
0.805307            -534.899              287694

#        20         1       0.1         0  0.639795
0.79819            -529.381              281905

#        20         1       0.1         0   0.63593
0.787963            -522.359              274598

#        20         1       0.1         0  0.632111
0.779201            -515.965              268020

#        20         1       0.1         0  0.628338
0.768851             -509.22              261203

#        20         1       0.1         0   0.62461
0.757809            -501.471              253402

#        20         1       0.1         0  0.620925
0.746629            -494.648              246754

#        20         1       0.1         0  0.617284
0.72824            -485.414              237848

#        20         1       0.1         0  0.613685
0.709882              -477.1              230057

#        20         1       0.1         0  0.610128
0.699259            -470.084              223410

#        20         1       0.1         0  0.606612
0.671083            -459.484              213798

#        20         1       0.1         0  0.603136
0.645683            -449.365              204706

#        20         1       0.1         0    0.5997
0.632693            -441.705              197893

#        20         1       0.1         0  0.596303
0.603668            -431.135              188802

#        20         1       0.1         0  0.592944
0.576623             -421.54              180662

#        20         1       0.1         0  0.589623
0.547869            -411.026              171924

#        20         1       0.1         0  0.586338
0.526796            -402.955              165331

#        20         1       0.1         0   0.58309
0.490805            -391.702              156394

#        20         1       0.1         0  0.579878
0.459941            -381.661              148511

#        20         1       0.1         0  0.576701
0.438388            -373.324              142136

#        20         1       0.1         0  0.573559
0.417138            -365.064              135951

#        20         1       0.1         0  0.570451
0.395006             -358.07              130800

#        20         1       0.1         0  0.567376
0.366546            -348.793              124117

#        20         1       0.1         0  0.564334
0.343775            -341.321              118818

#        20         1       0.1         0  0.561325
0.325175            -334.268              113923

#        20         1       0.1         0  0.558347
0.310641            -328.856              110255

#        20         1       0.1         0  0.555401
0.303361             -323.94              106985

#        20         1       0.1         0  0.552486
0.283036            -317.486              102740

#        20         1       0.1         0  0.549602
0.26714            -311.151             98631.9

#        20         1       0.1         0  0.546747
0.258623            -306.425             95663.3

#        20         1       0.1         0  0.543922
0.242392            -301.088             92345.1

#        20         1       0.1         0  0.541126
0.237798            -297.149             89968.1

#        20         1       0.1         0  0.538358
0.228126            -292.459             87151.5

#        20         1       0.1         0  0.535619
0.217286            -287.924             84460.2

#        20         1       0.1         0  0.532907
0.21196            -284.091             82228.2

#        20         1       0.1         0  0.530223
0.204467             -279.95               79839

#        20         1       0.1         0  0.527565
0.194237             -275.72             77441.6

#        20         1       0.1         0  0.524934
0.190885            -272.192             75472.5

#        20         1       0.1         0   0.52233
0.183579            -268.589             73479.5

#        20         1       0.1         0  0.519751
0.177896            -265.222             71681.6

#        20         1       0.1         0  0.517197
0.175421            -262.542             70238.6

#        20         1       0.1         0  0.514668
0.167714            -258.393             68030.7

#        20         1       0.1         0  0.512164
0.165969            -256.132             66869.4

#        20         1       0.1         0  0.509684
0.161501             -252.56             64992.2

#        20         1       0.1         0  0.507228
0.155878            -249.249             63316.6

#        20         1       0.1         0  0.504796
0.154122            -246.561             61980.8

#        20         1       0.1         0  0.502386
0.149411            -244.005             60714.8

#        20         1       0.1         0       0.5
0.14631            -240.937             59204.1

