#    N    J    D    H   B
#     <|m|>       <E>    <E^2>

#        20         1       0.5         0        10
0.999526             -599.87              359862

#        20         1       0.5         0   9.13242
0.998974             -599.78              359756

#        20         1       0.5         0   8.40336
0.199284            -519.886              270287

#        20         1       0.5         0    7.7821
0.999752            -599.925              359920

#        20         1       0.5         0   7.24638
0.999324            -599.854              359841

#        20         1       0.5         0   6.77966
0.833398            -572.452              330902

#        20         1       0.5         0   6.36943
0.499782            -519.953              270356

#        20         1       0.5         0   6.00601
0.999384            -599.882              359873

#        20         1       0.5         0   5.68182
0.999687            -599.927              359921

#        20         1       0.5         0   5.39084
0.999838            -599.954              359951

#        20         1       0.5         0   5.12821
0.999623            -599.924              359919

#        20         1       0.5         0   4.88998
0.499776            -519.876              270275

#        20         1       0.5         0    4.6729
0.999688            -599.932              359929

#        20         1       0.5         0   4.47427
0.162559            -519.798              270195

#        20         1       0.5         0   4.29185
0.241189             -519.74              270133

#        20         1       0.5         0   4.12371
0.999923            -599.973              359973

#        20         1       0.5         0   3.96825
0.999773            -599.947              359945

#        20         1       0.5         0   3.82409
0.999835            -599.955              359954

#        20         1       0.5         0   3.69004
0.188787            -519.363              269742

#        20         1       0.5         0   3.56506
0.159236            -519.182              269555

#        20         1       0.5         0   3.44828
0.999879            -599.956              359955

#        20         1       0.5         0    3.3389
0.143609            -518.763              269121

#        20         1       0.5         0   3.23625
0.999841            -599.944              359940

#        20         1       0.5         0   3.13972
0.999821            -599.928              359922

#        20         1       0.5         0   3.04878
0.999834            -599.928              359921

#        20         1       0.5         0   2.96296
0.999671            -599.893              359882

#        20         1       0.5         0   2.88184
0.999825            -599.907              359895

#        20         1       0.5         0   2.80505
0.999527            -599.847              359828

#        20         1       0.5         0   2.73224
0.999821            -599.866              359846

#        20         1       0.5         0   2.66312
0.916784            -588.798              347498

#        20         1       0.5         0    2.5974
0.858592             -586.33              344749

#        20         1       0.5         0   2.53485
0.999814            -599.782              359744

#        20         1       0.5         0   2.47525
0.99959            -599.702              359653

#        20         1       0.5         0   2.41838
0.999744            -599.679              359621

#        20         1       0.5         0   2.36407
0.999548            -599.595              359524

#        20         1       0.5         0   2.31214
0.999562            -599.526              359441

#        20         1       0.5         0   2.26244
0.999482            -599.435              359334

#        20         1       0.5         0   2.21484
0.996684            -598.941              358777

#        20         1       0.5         0    2.1692
0.999252            -599.224              359080

#        20         1       0.5         0    2.1254
0.907059            -587.931              346562

#        20         1       0.5         0   2.08333
0.968488            -595.176              354579

#        20         1       0.5         0    2.0429
0.999015            -598.835              358615

#        20         1       0.5         0   2.00401
0.99902            -598.694              358446

#        20         1       0.5         0   1.96657
0.992351             -597.75              357389

#        20         1       0.5         0    1.9305
0.991753            -597.507              357103

#        20         1       0.5         0   1.89573
0.994713            -597.403              357011

#        20         1       0.5         0    1.8622
0.998363            -597.839              357427

#        20         1       0.5         0   1.82983
0.987318            -596.067              355453

#        20         1       0.5         0   1.79856
0.998025            -597.318              356804

#        20         1       0.5         0   1.76835
0.997621            -596.963              356383

#        20         1       0.5         0   1.73913
0.993657            -596.157              355472

