#    N    J    D    H   B
#     <|m|>       <E>    <E^2>

#        20         1      0.25         0        10
0.999763            -699.941              489927

#        20         1      0.25         0   9.13242
7.49817e-05            -619.937              384328

#        20         1      0.25         0   8.40336
0.999613             -699.92              489900

#        20         1      0.25         0    7.7821
0.300025            -619.979              384376

#        20         1      0.25         0   7.24638
0.999604            -699.909              489886

#        20         1      0.25         0   6.77966
0.999846            -699.955              489945

#        20         1      0.25         0   6.36943
0.000153906            -619.963              384358

#        20         1      0.25         0   6.00601
0.999267            -699.829              489789

#        20         1      0.25         0   5.68182
0.999737             -699.94              489925

#        20         1      0.25         0   5.39084
0.999928             -699.97              489966

#        20         1      0.25         0   5.12821
0.999869            -699.964              489957

#        20         1      0.25         0   4.88998
0.199919            -619.936              384325

#        20         1      0.25         0    4.6729
0.99983            -699.954              489944

#        20         1      0.25         0   4.47427
0.99968            -699.935              489921

#        20         1      0.25         0   4.29185
0.999741            -699.943              489930

#        20         1      0.25         0   4.12371
0.000179161             -619.86              384232

#        20         1      0.25         0   3.96825
0.999702            -699.938              489924

#        20         1      0.25         0   3.82409
0.287387            -619.779              384131

#        20         1      0.25         0   3.69004
0.999822            -699.956              489946

#        20         1      0.25         0   3.56506
0.9998            -699.947              489935

#        20         1      0.25         0   3.44828
0.999803            -699.953              489942

#        20         1      0.25         0    3.3389
0.525395            -619.487              383769

#        20         1      0.25         0   3.23625
0.999846            -699.953              489942

#        20         1      0.25         0   3.13972
0.999856            -699.948              489936

#        20         1      0.25         0   3.04878
0.999925             -699.96              489950

#        20         1      0.25         0   2.96296
0.999943            -699.957              489946

#        20         1      0.25         0   2.88184
0.998874            -699.752              489688

#        20         1      0.25         0   2.80505
0.999508             -699.86              489821

#        20         1      0.25         0   2.73224
0.999755            -699.894              489862

#        20         1      0.25         0   2.66312
0.997246            -699.439              489295

#        20         1      0.25         0    2.5974
0.999792            -699.869              489827

#        20         1      0.25         0   2.53485
0.99982            -699.856              489806

#        20         1      0.25         0   2.47525
0.999618            -699.804              489736

#        20         1      0.25         0   2.41838
0.999801            -699.796              489722

#        20         1      0.25         0   2.36407
0.653583            -662.137              440184

#        20         1      0.25         0   2.31214
0.924322            -690.819              477914

#        20         1      0.25         0   2.26244
0.966132            -695.438              483987

#        20         1      0.25         0   2.21484
0.896822             -687.91              474098

#        20         1      0.25         0    2.1692
0.9996            -699.516              489331

#        20         1      0.25         0    2.1254
0.999373            -699.412              489190

#        20         1      0.25         0   2.08333
0.980015            -696.573              485460

#        20         1      0.25         0    2.0429
0.999416            -699.249              488959

#        20         1      0.25         0   2.00401
0.868657            -684.404              469515

#        20         1      0.25         0   1.96657
0.999291            -699.018              488636

#        20         1      0.25         0    1.9305
0.999173            -698.879              488443

#        20         1      0.25         0   1.89573
0.999055            -698.718              488220

#        20         1      0.25         0    1.8622
0.972947            -695.273              483711

#        20         1      0.25         0   1.82983
0.996238              -697.9              487121

#        20         1      0.25         0   1.79856
0.998541            -698.133              487409

#        20         1      0.25         0   1.76835
0.998598            -697.962              487163

#        20         1      0.25         0   1.73913
0.998062            -697.648              486740

#        20         1      0.25         0   1.71086
0.998161            -697.434              486432

#        20         1      0.25         0    1.6835
0.998024            -697.164              486057

#        20         1      0.25         0     1.657
0.997603            -696.821              485583

#        20         1      0.25         0   1.63132
