#    N    J    D    H   B
#     <|m|>       <E>    <E^2>

#        20         1       1.9         0        10
0.990217            -38.8113             1562.13

#        20         1       1.9         0   9.13242
0.995835            -39.5306             1586.36

#        20         1       1.9         0   8.40336
0.999316            -39.8858             1595.57

#        20         1       1.9         0    7.7821
3.25645e-05           0.0105925              1.0221

#        20         1       1.9         0   7.24638
0.0002078           0.0322982             1.41549

#        20         1       1.9         0   6.77966
0.000202034           0.0284939             1.31498

#        20         1       1.9         0   6.36943
0.998704             -39.863              1597.2

#        20         1       1.9         0   6.00601
2.4639e-05           0.0225006            0.968852

#        20         1       1.9         0   5.68182
4.79521e-05           0.0372506             1.11899

#        20         1       1.9         0   5.39084
8.34306e-05           0.0631991              1.0726

#        20         1       1.9         0   5.12821
0.000125888           0.0999087             1.20171

#        20         1       1.9         0   4.88998
0.00029699            0.169638              1.8056

#        20         1       1.9         0    4.6729
0.998817            -39.8489             1594.61

#        20         1       1.9         0   4.47427
0.00041817            0.334622              1.7069

#        20         1       1.9         0   4.29185
0.000568098            0.473683             2.05496

#        20         1       1.9         0   4.12371
0.000859312            0.660846             2.71638

#        20         1       1.9         0   3.96825
0.00100352            0.892723             3.46326

#        20         1       1.9         0   3.82409
0.00128748             1.18462             4.59132

#        20         1       1.9         0   3.69004
0.00177603              1.5623             6.99641

#        20         1       1.9         0   3.56506
0.00193215             1.98672               8.946

#        20         1       1.9         0   3.44828
0.998484            -39.2871              1549.4

#        20         1       1.9         0    3.3389
0.00273388             3.10779             16.9546

#        20         1       1.9         0   3.23625
0.00315867              3.8725             23.8941

#        20         1       1.9         0   3.13972
0.00363902             4.72714             33.1421

#        20         1       1.9         0   3.04878
0.997424            -38.3903             1481.58

#        20         1       1.9         0   2.96296
0.996656            -38.0431             1456.93

#        20         1       1.9         0   2.88184
0.996664            -37.6981             1430.59

#        20         1       1.9         0   2.80505
0.996039            -37.2567              1399.4

#        20         1       1.9         0   2.73224
0.0563808             8.85911              212.05

#        20         1       1.9         0   2.66312
0.742229            -23.6057             1037.96

#        20         1       1.9         0    2.5974
