#    N    J    D    H   B
#     <|m|>       <E>    <E^2>

#        20         1      0.84         0        10
0.40012            -383.979              147442

#        20         1      0.84         0   9.13242
0.999819            -463.959              215264

#        20         1      0.84         0   8.40336
0.999818            -463.953              215261

#        20         1      0.84         0    7.7821
0.200078            -383.965              147432

#        20         1      0.84         0   7.24638
0.999804            -463.954              215261

#        20         1      0.84         0   6.77966
0.999846            -463.959              215266

#        20         1      0.84         0   6.36943
0.999826            -463.955              215261

#        20         1      0.84         0   6.00601
0.999648             -463.93              215242

#        20         1      0.84         0   5.68182
0.999914            -463.972              215276

#        20         1      0.84         0   5.39084
0.999882            -463.968              215272

#        20         1      0.84         0   5.12821
0.128116            -383.487              147066

#        20         1      0.84         0   4.88998
0.999743            -463.948              215255

#        20         1      0.84         0    4.6729
0.999829            -463.962              215267

#        20         1      0.84         0   4.47427
0.999753            -463.945              215254

#        20         1      0.84         0   4.29185
0.999871            -463.965              215270

#        20         1      0.84         0   4.12371
0.999815            -463.956              215262

#        20         1      0.84         0   3.96825
0.611149             -417.86              176283

#        20         1      0.84         0   3.82409
0.929124            -453.184              206158

#        20         1      0.84         0   3.69004
0.83182            -443.904              198327

#        20         1      0.84         0   3.56506
0.999912            -463.958              215262

#        20         1      0.84         0   3.44828
0.999891            -463.946              215252

#        20         1      0.84         0    3.3389
0.999831             -463.93              215237

#        20         1      0.84         0   3.23625
0.972028            -460.841              212635

#        20         1      0.84         0   3.13972
0.999717             -463.89              215203

#        20         1      0.84         0   3.04878
0.999729            -463.874              215186

#        20         1      0.84         0   2.96296
0.978495            -461.709              213365

#        20         1      0.84         0   2.88184
0.999811             -463.83              215145

#        20         1      0.84         0   2.80505
0.996286             -463.19              214618

#        20         1      0.84         0   2.73224
0.999106             -463.64              214977

#        20         1      0.84         0   2.66312
0.976215            -461.169              212905

#        20         1      0.84         0    2.5974
0.999513            -463.604              214938

#        20         1      0.84         0   2.53485
0.999582             -463.55              214887

#        20         1      0.84         0   2.47525
0.999392            -463.442              214787

#        20         1      0.84         0   2.41838
0.965657            -459.544              211523

#        20         1      0.84         0   2.36407
0.894604            -450.902              204297

#        20         1      0.84         0   2.31214
0.99907            -463.084              214459

#        20         1      0.84         0   2.26244
0.984467            -461.317              212972

#        20         1      0.84         0   2.21484
0.998955            -462.785              214180

#        20         1      0.84         0    2.1692
0.998768              -462.6              214011

#        20         1      0.84         0    2.1254
0.983461            -460.425              212184

#        20         1      0.84         0   2.08333
0.998526            -462.198              213638

#        20         1      0.84         0    2.0429
0.998221            -461.908              213373

#        20         1      0.84         0   2.00401
0.998088            -461.638              213122

#        20         1      0.84         0   1.96657
0.990838            -460.424              212094

#        20         1      0.84         0    1.9305
0.997429            -460.994              212533

#        20         1      0.84         0   1.89573
0.997312            -460.664              212226

#        20         1      0.84         0    1.8622
0.996712            -460.246              211849

#        20         1      0.84         0   1.82983
0.996476            -459.849              211485

#        20         1      0.84         0   1.79856
0.994141            -459.107              210831

#        20         1      0.84         0   1.76835
0.995843            -458.951              210658

#        20         1      0.84         0   1.73913
0.995147            -458.385              210146

#        20         1      0.84         0   1.71086
0.995068             -457.94              209735

#        20         1      0.84         0    1.6835
0.994458            -457.312              209165

#        20         1      0.84         0     1.657
0.994105            -456.745              208645

#        20         1      0.84         0   1.63132
0.99352            -456.086              208047

#        20         1      0.84         0   1.60643
0.990368            -455.064              207153

#        20         1      0.84         0   1.58228
0.992383            -454.663              206756

#        20         1      0.84         0   1.55885
0.987901            -453.486              205736

#        20         1      0.84         0    1.5361
0.98912            -452.887              205177

#        20         1      0.84         0     1.514
0.990519            -452.348              204662

#        20         1      0.84         0   1.49254
0.98907            -451.372              203805

#        20         1      0.84         0   1.47167
0.988945            -450.578              203074

#        20         1      0.84         0   1.45138
0.987978            -449.581              202183

#        20         1      0.84         0   1.43164
0.98734            -448.618              201318

#        20         1      0.84         0   1.41243
0.9865            -447.593              200402

#        20         1      0.84         0   1.39373
0.982742            -446.188              199189

#        20         1      0.84         0   1.37552
0.98446            -445.345              198406

#        20         1      0.84         0   1.35777
0.983588            -444.256              197438

#        20         1      0.84         0   1.34048
0.982669            -443.033              196358

#        20         1      0.84         0   1.32363
0.981667            -441.845              195310

#        20         1      0.84         0   1.30719
0.980478            -440.554              194177

#        20         1      0.84         0   1.29116
0.979504            -439.321              193096

#        20         1      0.84         0   1.27551
0.97561            -437.488              191530

#        20         1      0.84         0   1.26024
0.977121            -436.434              190574

#        20         1      0.84         0   1.24533
0.975745            -434.978              189316

#        20         1      0.84         0   1.23077
0.974392             -433.42              187968

#        20         1      0.84         0   1.21655
0.969353            -431.371              186261

#        20         1      0.84         0   1.20265
0.971341            -430.204              185212

#        20         1      0.84         0   1.18906
0.970223            -428.711              183928

#        20         1      0.84         0   1.17578
0.968968            -427.031              182491

#        20         1      0.84         0   1.16279
0.966787            -425.114              180876

#        20         1      0.84         0   1.15009
0.962097            -423.002              179136

#        20         1      0.84         0   1.13766
0.961854            -421.339              177716

#        20         1      0.84         0   1.12549
0.961183            -419.588              176244

#        20         1      0.84         0   1.11359
0.960903            -417.917              174827

#        20         1      0.84         0   1.10193
0.959168            -415.938              173184

#        20         1      0.84         0   1.09051
0.957326            -413.898              171500

#        20         1      0.84         0   1.07933
0.955041            -411.802              169787

#        20         1      0.84         0   1.06838
0.953531            -409.712              168068

#        20         1      0.84         0   1.05764
0.951635            -407.576              166330

#        20         1      0.84         0   1.04712
0.949472            -405.405              164581

#        20         1      0.84         0   1.03681
0.947527            -403.103              162723

#        20         1      0.84         0   1.02669
0.945452            -400.821              160897

#        20         1      0.84         0   1.01678
0.942993            -398.333              158926

#        20         1      0.84         0   1.00705
0.940875            -396.032              157105

#        20         1      0.84         0  0.997506
0.93873             -393.57              155166

#        20         1      0.84         0  0.988142
0.935886            -390.975              153154

#        20         1      0.84         0  0.978953
0.933906            -388.434              151168

#        20         1      0.84         0  0.969932
0.931657            -385.999              149295

#        20         1      0.84         0  0.961076
0.928939            -383.181              147141

#        20         1      0.84         0  0.952381
0.926276             -380.51              145118

#        20         1      0.84         0  0.943841
0.923584            -377.811              143082

#        20         1      0.84         0  0.935454
0.921041            -374.964              140946

#        20         1      0.84         0  0.927214
0.917483            -371.776              138590

#        20         1      0.84         0  0.919118
0.915231            -369.104              136617

#        20         1      0.84         0  0.911162
0.912139            -365.963              134325

#        20         1      0.84         0  0.903342
0.909152            -362.955              132139

#        20         1      0.84         0  0.895656
0.905122            -359.753              129857

#        20         1      0.84         0  0.888099
0.902465            -356.458              127505

#        20         1      0.84         0  0.880669
0.899371            -353.277              125260

#        20         1      0.84         0  0.873362
0.894215            -349.704              122792

#        20         1      0.84         0  0.866176
0.8923            -346.531              120575

#        20         1      0.84         0  0.859107
0.888879             -343.24              118319

#        20         1      0.84         0  0.852152
0.884885            -339.594              115854

#        20         1      0.84         0  0.845309
0.881195            -336.016              113444

#        20         1      0.84         0  0.838574
0.877183            -332.503              111123

#        20         1      0.84         0  0.831947
0.873018            -328.554              108534

#        20         1      0.84         0  0.825423
0.868405            -324.632              106001

#        20         1      0.84         0  0.819001
0.864127            -320.656              103451

#        20         1      0.84         0  0.812678
0.859541             -316.71              100959

#        20         1      0.84         0  0.806452
0.855373             -312.87             98560.6

#        20         1      0.84         0   0.80032
0.849368            -308.236             95726.2

#        20         1      0.84         0  0.794281
0.844962            -304.325             93346.4

#        20         1      0.84         0  0.788333
0.839818            -299.936               90719

#        20         1      0.84         0  0.782473
0.833596            -295.365               88042

#        20         1      0.84         0  0.776699
0.82826            -290.911             85461.8

#        20         1      0.84         0   0.77101
0.821289            -285.434             82325.2

#        20         1      0.84         0  0.765404
0.816229             -281.48             80117.8

#        20         1      0.84         0  0.759878
0.808252            -275.988             77093.5

#        20         1      0.84         0  0.754432
0.801154            -270.683             74241.3

#        20         1      0.84         0  0.749064
0.793694            -265.539             71520.5

#        20         1      0.84         0  0.743771
0.784672            -259.682             68497.3

#        20         1      0.84         0  0.738552
0.774946             -253.76             65526.7

#        20         1      0.84         0  0.733407
0.767417            -248.608             62980.5

#        20         1      0.84         0  0.728332
0.754986            -242.253             59953.1

#        20         1      0.84         0  0.723327
0.741604            -235.278             56695.5

#        20         1      0.84         0  0.718391
0.731206            -228.682             53659.5

#        20         1      0.84         0  0.713521
0.718238            -222.085             50774.7

#        20         1      0.84         0  0.708717
0.70078            -214.613             47622.2

#        20         1      0.84         0  0.703977
0.683753            -207.239             44602.1

#        20         1      0.84         0  0.699301
0.664342            -199.312             41463.6

#        20         1      0.84         0  0.694686
0.64465            -191.131             38371.5

#        20         1      0.84         0  0.690131
0.622326            -182.667             35246.2

#        20         1      0.84         0  0.685636
0.596188            -173.827             32174.9

#        20         1      0.84         0  0.681199
0.569105            -165.129             29259.2

#        20         1      0.84         0  0.676819
0.533143            -154.922             26027.3

#        20         1      0.84         0  0.672495
0.511869            -147.719             23852.7

#        20         1      0.84         0  0.668226
0.479588            -138.624             21249.9

#        20         1      0.84         0  0.664011
0.448503            -129.652             18776.3

#        20         1      0.84         0  0.659848
0.428103            -122.768             16976.2

#        20         1      0.84         0  0.655738
0.400173             -114.89             14990.5

#        20         1      0.84         0  0.651678
0.378178            -108.067             13400.2

#        20         1      0.84         0  0.647668
0.356463            -101.905               12033

#        20         1      0.84         0  0.643708
0.319097            -93.2253             10190.9

#        20         1      0.84         0  0.639795
0.30327            -87.7322             9122.92

#        20         1      0.84         0   0.63593
0.291675            -83.2687             8317.59

#        20         1      0.84         0  0.632111
0.274618            -77.7566             7350.99

#        20         1      0.84         0  0.628338
0.260501            -73.0157             6576.22

#        20         1      0.84         0   0.62461
0.245597            -68.6761             5889.31

#        20         1      0.84         0  0.620925
0.234545            -64.6573             5317.06

#        20         1      0.84         0  0.617284
0.218829            -59.8876             4672.11

#        20         1      0.84         0  0.613685
0.216011            -56.5142             4257.68

#        20         1      0.84         0  0.610128
0.203738            -52.3575             3732.44

#        20         1      0.84         0  0.606612
0.20025            -49.7212             3459.78

#        20         1      0.84         0  0.603136
0.190835            -45.7026             3048.01

#        20         1      0.84         0    0.5997
0.183515            -42.6027             2719.66

#        20         1      0.84         0  0.596303
0.180022             -39.963             2482.76

#        20         1      0.84         0  0.592944
0.172374            -36.6292             2202.84

#        20         1      0.84         0  0.589623
0.167291            -33.9574             1996.05

#        20         1      0.84         0  0.586338
0.164372            -31.3042             1802.03

#        20         1      0.84         0   0.58309
0.156455            -28.5033             1619.28

#        20         1      0.84         0  0.579878
0.154042             -25.838             1457.22

#        20         1      0.84         0  0.576701
0.147457            -23.2441             1311.52

#        20         1      0.84         0  0.573559
0.148348            -21.2919             1216.56

#        20         1      0.84         0  0.570451
0.140701            -18.5903              1094.8

#        20         1      0.84         0  0.567376
0.139051            -16.3045             1001.99

#        20         1      0.84         0  0.564334
0.135371            -14.0835             916.094

#        20         1      0.84         0  0.561325
0.132571            -12.0562             852.429

#        20         1      0.84         0  0.558347
0.131608             -10.126             798.336

#        20         1      0.84         0  0.555401
0.128081            -7.82339             756.417

#        20         1      0.84         0  0.552486
0.124791            -6.05575             720.855

#        20         1      0.84         0  0.549602
0.123239            -4.00849             681.225

#        20         1      0.84         0  0.546747
0.119174            -1.98346             665.593

#        20         1      0.84         0  0.543922
0.119544           -0.466911             655.359

#        20         1      0.84         0  0.541126
0.117316             1.65279             643.439

#        20         1      0.84         0  0.538358
0.115731              3.2333              642.98

#        20         1      0.84         0  0.535619
0.113667             5.34953             650.968

#        20         1      0.84         0  0.532907
0.113026             6.68959             666.419

#        20         1      0.84         0  0.530223
0.110103             8.31365             674.583

#        20         1      0.84         0  0.527565
0.108444             9.95357             702.385

#        20         1      0.84         0  0.524934
0.107282             11.6972               735.8

#        20         1      0.84         0   0.52233
0.105948             13.2432             768.177

#        20         1      0.84         0  0.519751
0.10403             14.6501             799.188

#        20         1      0.84         0  0.517197
0.102379             16.0925             837.486

#        20         1      0.84         0  0.514668
0.101183             17.6703             885.631

#        20         1      0.84         0  0.512164
0.100089             19.0075             931.132

#        20         1      0.84         0  0.509684
0.0982989             20.3802              976.18

#        20         1      0.84         0  0.507228
0.096856             21.8861             1036.89

#        20         1      0.84         0  0.504796
0.0978239             23.1119             1090.47

#        20         1      0.84         0  0.502386
0.0955728             24.4101             1152.56

#        20         1      0.84         0       0.5
0.0942888             25.8088             1212.37

