#    N    J    D    H   B
#     <|m|>       <E>    <E^2>

#        20         1       1.5         0        10
0.997956            -199.633             39876.3

#        20         1       1.5         0   9.13242
0.0990856            -139.898             19575.6

#        20         1       1.5         0   8.40336
0.997839            -199.655             39885.7

#        20         1       1.5         0    7.7821
0.997071            -199.618               39877

#        20         1       1.5         0   7.24638
0.999745            -199.938             39981.4

#        20         1       1.5         0   6.77966
0.967554            -195.741             38736.9

#        20         1       1.5         0   6.36943
0.998279            -199.784             39930.3

#        20         1       1.5         0   6.00601
0.99938            -199.897             39968.1

#        20         1       1.5         0   5.68182
0.99955            -199.915             39973.3

#        20         1       1.5         0   5.39084
0.998435            -199.812             39940.7

#        20         1       1.5         0   5.12821
0.431944            -139.749             19532.3

#        20         1       1.5         0   4.88998
0.999613            -199.929             39978.6

#        20         1       1.5         0    4.6729
0.999482            -199.903             39970.6

#        20         1       1.5         0   4.47427
0.999868            -199.956               39986

#        20         1       1.5         0   4.29185
0.999342            -199.881               39962

#        20         1       1.5         0   4.12371
0.999875            -199.943             39980.8

#        20         1       1.5         0   3.96825
0.999482            -199.876             39957.8

#        20         1       1.5         0   3.82409
0.456575            -158.136               25857

#        20         1       1.5         0   3.69004
0.999595            -199.849               39946

#        20         1       1.5         0   3.56506
0.999055            -199.756               39914

#        20         1       1.5         0   3.44828
0.999655            -199.777             39917.2

#        20         1       1.5         0    3.3389
0.99921            -199.677             39880.7

#        20         1       1.5         0   3.23625
0.99903            -199.593             39848.1

#        20         1       1.5         0   3.13972
0.999381            -199.554             39827.6

#        20         1       1.5         0   3.04878
0.999034            -199.424             39779.4

#        20         1       1.5         0   2.96296
0.998965            -199.304             39730.8

#        20         1       1.5         0   2.88184
0.99909            -199.194             39684.5

#        20         1       1.5         0   2.80505
0.941679            -194.132             38007.9

#        20         1       1.5         0   2.73224
0.998509            -198.824             39540.7

#        20         1       1.5         0   2.66312
0.979992            -197.013             38932.5

#        20         1       1.5         0    2.5974
0.998254             -198.37             39359.7

#        20         1       1.5         0   2.53485
0.997901            -198.078             39245.9

#        20         1       1.5         0   2.47525
0.997408            -197.725             39108.8

#        20         1       1.5         0   2.41838
0.997222            -197.398             38977.4

#        20         1       1.5         0   2.36407
0.996889            -197.012               38825

#        20         1       1.5         0   2.31214
0.996475            -196.617             38670.2

#        20         1       1.5         0   2.26244
0.995391            -196.055             38457.8

#        20         1       1.5         0   2.21484
0.995417             -195.61             38278.9

#        20         1       1.5         0    2.1692
0.985865            -194.238               37807

#        20         1       1.5         0    2.1254
0.994029            -194.379             37803.2

#        20         1       1.5         0   2.08333
0.967569            -191.284             36801.4

#        20         1       1.5         0    2.0429
0.987371            -192.432             37101.4

#        20         1       1.5         0   2.00401
0.981507            -191.286             36697.3

#        20         1       1.5         0   1.96657
0.990745            -191.431             36676.6

#        20         1       1.5         0    1.9305
0.97781            -189.395             35994.9

#        20         1       1.5         0   1.89573
0.977962            -188.554             35678.2

#        20         1       1.5         0    1.8622
0.987578            -188.675               35637

#        20         1       1.5         0   1.82983
0.98598            -187.541             35220.7

#        20         1       1.5         0   1.79856
0.98523            -186.453               34811

#        20         1       1.5         0   1.76835
0.984069            -185.326               34394

#        20         1       1.5         0   1.73913
0.982843            -184.096             33939.2

#        20         1       1.5         0   1.71086
0.981309            -182.808             33472.5

#        20         1       1.5         0    1.6835
0.979747            -181.434             32975.4

#        20         1       1.5         0     1.657
0.978115            -180.047             32478.2

#        20         1       1.5         0   1.63132
0.976375            -178.557             31950.7

#        20         1       1.5         0   1.60643
0.974495            -176.978             31394.4

#        20         1       1.5         0   1.58228
0.971461            -175.146             30765.7

#        20         1       1.5         0   1.55885
0.970752            -173.619             30223.3

#        20         1       1.5         0    1.5361
0.968679            -171.854             29617.7

#        20         1       1.5         0     1.514
0.966398            -169.983             28984.4

#        20         1       1.5         0   1.49254
0.962029            -167.857             28290.7

#        20         1       1.5         0   1.47167
0.960619            -165.997             27668.5

#        20         1       1.5         0   1.45138
0.959281             -164.13             27049.7

#        20         1       1.5         0   1.43164
0.9568            -162.093             26388.8

#        20         1       1.5         0   1.41243
0.953346            -159.791             25669.4

#        20         1       1.5         0   1.39373
0.946977            -157.184             24874.1

#        20         1       1.5         0   1.37552
0.948284            -155.239             24234.1

#        20         1       1.5         0   1.35777
0.945448            -152.971             23538.8

#        20         1       1.5         0   1.34048
0.941936            -150.338             22751.9

#        20         1       1.5         0   1.32363
0.937942            -147.799             22010.2

#        20         1       1.5         0   1.30719
0.932922            -145.064             21234.4

#        20         1       1.5         0   1.29116
0.930933            -142.623             20524.8

#        20         1       1.5         0   1.27551
0.928339            -140.023             19791.5

#        20         1       1.5         0   1.26024
0.924776            -137.329             19052.2

#        20         1       1.5         0   1.24533
0.919417            -134.195             18220.7

#        20         1       1.5         0   1.23077
0.917021            -131.576             17519.1

#        20         1       1.5         0   1.21655
0.912631            -128.545             16742.5

#        20         1       1.5         0   1.20265
0.908048            -125.505             15985.6

#        20         1       1.5         0   1.18906
0.903654            -122.292             15200.8

#        20         1       1.5         0   1.17578
0.899591            -119.282             14476.9

#        20         1       1.5         0   1.16279
0.894933            -116.076             13730.7

#        20         1       1.5         0   1.15009
0.889832            -112.655             12963.6

#        20         1       1.5         0   1.13766
0.884524            -109.203             12209.5

#        20         1       1.5         0   1.12549
0.879692            -105.892             11506.7

#        20         1       1.5         0   1.11359
0.874352            -102.311             10770.7

#        20         1       1.5         0   1.10193
0.869332            -99.0651             10124.3

#        20         1       1.5         0   1.09051
0.862915            -95.3005             9421.16

#        20         1       1.5         0   1.07933
0.857037            -91.5079             8717.86

#        20         1       1.5         0   1.06838
0.851714             -87.916             8082.22

#        20         1       1.5         0   1.05764
0.845097            -83.8688             7398.56

#        20         1       1.5         0   1.04712
0.838825            -80.0922             6794.49

#        20         1       1.5         0   1.03681
0.832434            -76.3205             6221.38

#        20         1       1.5         0   1.02669
