#    N    J    D    H   B
#     <|m|>       <E>    <E^2>

#        20         1      0.51         0        10
0.999077            -595.762              354957

#        20         1      0.51         0   9.13242
0.999627            -595.905              355112

#        20         1      0.51         0   8.40336
0.399455             -515.89              266147

#        20         1      0.51         0    7.7821
0.000476209            -515.919              266177

#        20         1      0.51         0   7.24638
0.999834            -595.948              355162

#        20         1      0.51         0   6.77966
0.100075            -515.942              266201

#        20         1      0.51         0   6.36943
0.199773            -515.928              266187

#        20         1      0.51         0   6.00601
0.999964            -595.981              355199

#        20         1      0.51         0   5.68182
0.999841            -595.957              355173

#        20         1      0.51         0   5.39084
0.300161            -515.916              266173

#        20         1      0.51         0   5.12821
0.999965            -595.982              355200

#        20         1      0.51         0   4.88998
0.0999361            -515.859              266115

#        20         1      0.51         0    4.6729
0.099906            -515.826              266081

#        20         1      0.51         0   4.47427
0.999686            -595.931              355145

#        20         1      0.51         0   4.29185
0.99991            -595.968              355184

#        20         1      0.51         0   4.12371
0.999736            -595.942              355156

#        20         1      0.51         0   3.96825
0.326299            -515.556              265802

#        20         1      0.51         0   3.82409
0.0675935            -515.445              265689

#        20         1      0.51         0   3.69004
0.999828            -595.955              355169

#        20         1      0.51         0   3.56506
0.0669905            -515.141              265375

#        20         1      0.51         0   3.44828
0.999875            -595.954              355170

#        20         1      0.51         0    3.3389
0.999779            -595.937              355149

#        20         1      0.51         0   3.23625
0.999881            -595.948              355161

#        20         1      0.51         0   3.13972
0.999887            -595.942              355154

#        20         1      0.51         0   3.04878
0.999676            -595.908              355116

#        20         1      0.51         0   2.96296
0.999883            -595.925              355134

#        20         1      0.51         0   2.88184
0.999855            -595.909              355113

#        20         1      0.51         0   2.80505
0.999623            -595.862              355061

#        20         1      0.51         0   2.73224
0.999771            -595.861              355058

#        20         1      0.51         0   2.66312
0.952529            -590.379              348986

#        20         1      0.51         0    2.5974
0.99973             -595.79              354976

#        20         1      0.51         0   2.53485
0.956402            -590.916              349582

#        20         1      0.51         0   2.47525
0.9997            -595.715              354885

#        20         1      0.51         0   2.41838
0.999641            -595.659              354818

