#    N    J    D    H   B
#     <|m|>       <E>    <E^2>

#        20         1      0.45         0        10
0.999777            -619.932              384325

#        20         1      0.45         0   9.13242
0.25327            -477.602              228353

#        20         1      0.45         0   8.40336
0.997822            -619.653              384005

#        20         1      0.45         0    7.7821
0.999525            -619.892              384278

#        20         1      0.45         0   7.24638
0.999873            -619.955              384351

#        20         1      0.45         0   6.77966
0.0998559            -539.914              291512

#        20         1      0.45         0   6.36943
0.999882            -619.961              384360

#        20         1      0.45         0   6.00601
0.999347            -619.879              384267

#        20         1      0.45         0   5.68182
0.199909            -539.943              291542

#        20         1      0.45         0   5.39084
0.99935            -619.883              384269

#        20         1      0.45         0   5.12821
0.999778            -619.941              384337

#        20         1      0.45         0   4.88998
0.200106            -539.906              291501

#        20         1      0.45         0    4.6729
0.999892            -619.962              384360

#        20         1      0.45         0   4.47427
0.999866            -619.959              384356

#        20         1      0.45         0   4.29185
0.999618            -619.916              384309

#        20         1      0.45         0   4.12371
0.999874            -619.962              384360

#        20         1      0.45         0   3.96825
0.484683            -539.657              291234

#        20         1      0.45         0   3.82409
0.307799            -539.547              291115

#        20         1      0.45         0   3.69004
0.377947            -539.441              291001

#        20         1      0.45         0   3.56506
0.999951            -619.976              384376

#        20         1      0.45         0   3.44828
0.999926            -619.967              384365

#        20         1      0.45         0    3.3389
0.147326            -538.996              290523

#        20         1      0.45         0   3.23625
0.999789            -619.933              384327

#        20         1      0.45         0   3.13972
0.999776            -619.928              384320

#        20         1      0.45         0   3.04878
0.624216            -579.983              338057

#        20         1      0.45         0   2.96296
0.688607            -587.264              346498

#        20         1      0.45         0   2.88184
0.999713            -619.893              384276

#        20         1      0.45         0   2.80505
0.999674            -619.871              384252

#        20         1      0.45         0   2.73224
0.634403            -578.646              336569

#        20         1      0.45         0   2.66312
0.68687            -587.488              346811

#        20         1      0.45         0    2.5974
0.999792            -619.826              384192

#        20         1      0.45         0   2.53485
0.872958            -604.118              366048

#        20         1      0.45         0   2.47525
0.999794            -619.762              384110

#        20         1      0.45         0   2.41838
0.95905            -615.656              379373

#        20         1      0.45         0   2.36407
0.999456            -619.622              383943

#        20         1      0.45         0   2.31214
0.901599             -608.36              370959

#        20         1      0.45         0   2.26244
0.99951            -619.483              383771

#        20         1      0.45         0   2.21484
0.999319             -619.38              383645

#        20         1      0.45         0    2.1692
0.995754            -618.702              382856

#        20         1      0.45         0    2.1254
0.999251            -619.186              383404

#        20         1      0.45         0   2.08333
0.999293            -619.096              383290

#        20         1      0.45         0    2.0429
0.988138            -617.708              381687

#        20         1      0.45         0   2.00401
0.954448            -613.451              376798

#        20         1      0.45         0   1.96657
0.988606            -617.079              380938

#        20         1      0.45         0    1.9305
0.998837            -618.447              382489

#        20         1      0.45         0   1.89573
0.998584            -618.207              382195

#        20         1      0.45         0    1.8622
0.979672            -615.883              379523

#        20         1      0.45         0   1.82983
0.998323            -617.771              381657

#        20         1      0.45         0   1.79856
0.982512            -615.345              378869

#        20         1      0.45         0   1.76835
0.997884            -617.204              380960

#        20         1      0.45         0   1.73913
0.997599              -616.9              380588

#        20         1      0.45         0   1.71086
0.99741            -616.585              380198

#        20         1      0.45         0    1.6835
0.997039             -616.19              379716

#        20         1      0.45         0     1.657
