#    N    J    D    H   B
#     <|m|>       <E>    <E^2>

#        20         1       0.2         0        10
0.200126            -639.971              409567

#        20         1       0.2         0   9.13242
0.300138            -639.963              409557

#        20         1       0.2         0   8.40336
0.000174349            -639.971              409566

#        20         1       0.2         0    7.7821
0.500011            -639.975              409573

#        20         1       0.2         0   7.24638
0.20001            -639.982              409582

#        20         1       0.2         0   6.77966
0.999814            -719.945              518332

#        20         1       0.2         0   6.36943
0.199835            -639.966              409561

#        20         1       0.2         0   6.00601
0.199951            -639.967              409562

#        20         1       0.2         0   5.68182
0.999769            -719.944              518330

#        20         1       0.2         0   5.39084
0.100014            -639.969              409565

#        20         1       0.2         0   5.12821
0.999862            -719.962              518353

#        20         1       0.2         0   4.88998
0.0999859            -639.956              409547

#        20         1       0.2         0    4.6729
0.999929            -719.974              518369

#        20         1       0.2         0   4.47427
0.99986            -719.959              518349

#        20         1       0.2         0   4.29185
0.99997            -719.983              518381

#        20         1       0.2         0   4.12371
0.999868            -719.963              518354

#        20         1       0.2         0   3.96825
0.999724            -719.935              518318

#        20         1       0.2         0   3.82409
0.999791            -719.951              518338

#        20         1       0.2         0   3.69004
0.999847            -719.956              518346

#        20         1       0.2         0   3.56506
0.999852            -719.956              518345

#        20         1       0.2         0   3.44828
0.999652             -719.93              518310

#        20         1       0.2         0    3.3389
0.999931            -719.969              518362

#        20         1       0.2         0   3.23625
0.170539            -639.428              408873

#        20         1       0.2         0   3.13972
0.180881            -639.298              408708

#        20         1       0.2         0   3.04878
0.0955881            -639.183              408560

#        20         1       0.2         0   2.96296
0.79362            -693.967              483027

#        20         1       0.2         0   2.88184
0.999723             -719.92              518295

#        20         1       0.2         0   2.80505
0.999683            -719.896              518264

#        20         1       0.2         0   2.73224
0.999854            -719.918              518290

#        20         1       0.2         0   2.66312
0.999876             -719.91              518278

#        20         1       0.2         0    2.5974
0.999898            -719.898              518259

#        20         1       0.2         0   2.53485
0.999701            -719.843              518185

#        20         1       0.2         0   2.47525
0.84583            -703.279              495709

#        20         1       0.2         0   2.41838
0.999686            -719.782              518098

#        20         1       0.2         0   2.36407
0.895312            -707.831              501892

#        20         1       0.2         0   2.31214
0.903567            -708.459              502749

#        20         1       0.2         0   2.26244
0.999653            -719.678              517947

#        20         1       0.2         0   2.21484
0.901883            -707.237              501098

#        20         1       0.2         0    2.1692
0.999468            -719.533              517740

#        20         1       0.2         0    2.1254
0.999652            -719.511              517702

#        20         1       0.2         0   2.08333
0.987285            -717.858              515463

#        20         1       0.2         0    2.0429
0.985331             -717.62              515136

#        20         1       0.2         0   2.00401
